,Movie Id,Genre,Release Date,Rating,Summary,Shooting Location,Budget in USD,Awards,Popular
27,EPLNSHPSE,Animation,03/12/1988,9.065073492,A high-octane action movie with stunning visuals and jaw-dropping stunts.,London,38999808.26,2,0
47,RDXFCLXQX,Documentary,26/12/2003,9.656871044,A documentary that sheds light on the devastating effects of climate change on our planet.,Toronto,10583490.69,2,1
11,FUPNZFLVS,Science Fiction,13/10/1989,8.431474395,A group of friends embark on a hilarious road trip filled with misadventures and unexpected discoveries.,Tokyo,,2,0
87,STROSWPQM,History,06/11/1982,8.758523195,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,Paris,68472433.5,2,0
78,CHXXATMJM,History,03/01/1986,9.984590457,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,New York,55233242.88,2,0
30,UAFISURIH,Science Fiction,12/04/2009,9.35767715,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,New York,41249626.22,2,0
90,MAUARTIQH,Fantasy,01/12/2002,5.425270031,A visually stunning animated film that will captivate audiences of all ages.,Toronto,1635015.263,0,0
34,PKFEBFFDR,Action,25/06/1990,9.635803469,A suspenseful psychological thriller that keeps you guessing until the very end.,Tokyo,6885486.513,1,0
54,BHGPWXPNZ,Romance,06/12/2001,8.063882271,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",Paris,68957481.43,1,1
81,VEHROQEGU,Documentary,14/04/1995,5.722727549,This documentary explores the cutthroat world of competitive ballroom dancing.,Sydney,9351600.574,0,0
35,TOTYRNDAG,Comedy,05/03/1994,9.116622773,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",New York,69622711.4,1,0
71,XGNVMCHNR,Foreign,30/12/1994,9.729118308,A captivating story of forbidden love between a young woman and a member of the royal family.,Toronto,65450978.51,1,1
59,BLAUKBFLB,Animation,25/03/2015,9.184287452,A group of animals embark on a daring rescue mission to save one of their own from a dangerous situation.,Paris,46722319.95,0,0
37,YCRANYXNX,Documentary,30/04/2003,9.709247867,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Sydney,32940484.27,1,1
68,VMTCZWYSU,Fantasy,24/10/1998,7.346855861,A mythical creature awakens from its slumber and threatens to destroy a peaceful kingdom.,Los Angeles,81120613.13,1,1
53,GMHLWWSKA,Animation,19/05/1994,8.602267281,A captivating musical film that will transport you with its stunning visuals and powerful music.,Toronto,116737114,1,0
13,UJKCFIJRH,Foreign,14/03/2006,9.955486736,A heartwarming story about a dog who brings joy and companionship to a lonely widower.,London,77097546.89,2,1
19,XMUTEHEZL,Drama,18/03/2019,9.197826963,A heartwarming family film that celebrates the importance of family and togetherness.,Tokyo,68949337.89,1,0
8,SKBYRSNMA,Thriller,12/11/2000,9.689099244,"A group of friends reunite for a weekend getaway at a remote cabin, only to discover a dark secret from their past.",New York,60428408.9,2,0
96,UIOOJLSUF,Fantasy,14/03/1987,8.593284799,"When a global conspiracy threatens to unravel society, a lone hacker must expose the truth before it's too late.",Los Angeles,84870959.45,1,1
81,NASJOIMCH,Documentary,03/01/1986,7.654705264,This documentary explores the cutthroat world of competitive ballroom dancing.,Sydney,89655330.96,1,0
69,ROKLFBXQD,Thriller,14/05/1984,8.579698047,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,New York,71241911.71,0,0
100,SQLNYHNHW,Animation,09/03/1985,9.185620006,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,Los Angeles,21360124.53,2,1
1,GJQLUBSBD,Thriller,27/08/1984,8.423011071,A thrilling survival story about a group of people stranded in a dangerous situation and their fight for survival.,Toronto,196455787,2,0
29,HFNQXYBQY,Adventure,13/10/2011,9.056235848,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Los Angeles,36634145.98,2,0
5,JMCXGWTGC,Crime,30/03/1984,9.806145652,A captivating foreign film that showcases the beauty and richness of a different culture.,Paris,11889443.9,2,0
80,MMWCULHEX,Fantasy,21/08/1985,9.108858993,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Tokyo,76541865.76,1,0
40,OYDKMEYFR,Fantasy,13/05/1987,9.360977206,A coming-of-age story about a young woman who discovers her family's magical heritage.,New York,30791534.05,2,0
22,OMJABXQSY,Western,04/01/2016,9.468534037,A group of unlikely heroes band together to protect their community from a band of ruthless outlaws.,London,86836225.83,2,0
30,NYNBSDQHV,Science Fiction,20/01/2002,8.590155572,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,Tokyo,73189363.28,1,0
19,TSLNPEZCG,Drama,17/11/1991,7.344244433,A heartwarming family film that celebrates the importance of family and togetherness.,London,72204731.06,1,1
4,DCPQCNGUG,Horror,20/09/1985,9.036455117,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,New York,74595842.36,1,0
20,NGWFXVHZW,Comedy,05/11/2015,8.312285415,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,New York,37323611.95,1,1
74,HPSVDETLS,Action,19/03/1997,5.200710274,"A reclusive writer discovers a portal to another dimension in his attic, leading him on a journey of self-discovery and adventure.",London,8316561.352,0,0
67,AXWLHWMGX,Fantasy,18/08/1983,9.087578726,A young inventor builds a time machine and embarks on a journey through history to save the future.,New York,89559343.39,0,0
86,MKBAZVRJZ,Drama,20/02/1991,8.043631592,A renowned pianist grapples with the loss of his hearing as he prepares for his final performance.,Los Angeles,86809408.58,1,0
60,GVEGQVAEU,Foreign,09/04/2015,9.164873767,A coming-of-age story that explores the power of friendship and self-discovery.,Los Angeles,42625391.81,1,0
93,AODLIDRHT,Thriller,22/09/2001,9.483454382,"A group of astronauts embarks on a mission to explore a distant planet, but they soon discover they are not alone.",New York,74735463.58,2,0
41,SYLTNWTDS,Action,04/10/1988,9.382184149,"When a powerful artifact is stolen from a museum, a team of experts must track down the thief before it falls into the wrong hands.",Paris,43485216.66,1,0
40,TDMAUIYVI,Fantasy,21/03/1983,7.757379788,A coming-of-age story about a young woman who discovers her family's magical heritage.,New York,83426999.9,1,0
60,XUUDHFULO,Foreign,26/12/1992,5.231098587,A coming-of-age story that explores the power of friendship and self-discovery.,Toronto,36605371.67,0,0
81,ZINZJGXFX,Documentary,17/03/2000,6.12809093,This documentary explores the cutthroat world of competitive ballroom dancing.,New York,79200192.61,0,0
51,IRHHBNCNC,Mystery,04/03/1986,9.348766349,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,London,2152390.104,2,0
40,RVUWETAFU,Fantasy,12/10/1981,8.763254289,A coming-of-age story about a young woman who discovers her family's magical heritage.,Sydney,31375882.31,2,1
59,HEJQZJMLG,Animation,05/02/2010,8.504980793,A group of animals embark on a daring rescue mission to save one of their own from a dangerous situation.,Sydney,55865384.05,1,1
94,NVCIOVTME,Mystery,18/09/2010,6.884569896,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",Los Angeles,77081215.43,0,0
29,VEBHNHBGR,Adventure,22/02/2007,6.06188374,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Paris,8892939.523,0,0
97,BPPUMHZAI,Action,23/10/2009,8.903432766,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",Los Angeles,7645595.201,2,1
94,QTVFNUALQ,Mystery,17/01/1989,9.001846475,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",Paris,71120661.72,2,0
37,SGUAVBFRP,Documentary,09/12/1987,6.673535871,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Sydney,51383858.97,0,0
88,HGHKNIGTR,Fantasy,15/07/1989,9.978875572,A team of explorers ventures into the depths of the ocean to uncover ancient ruins and unlock the secrets of the past.,Tokyo,12741233.08,1,0
16,ZIGBHDCGZ,Sports,04/12/2007,5.207208165,A down-on-their-luck athlete gets a second chance at glory when they're recruited for a ragtag team with championship aspirations.,Tokyo,43486908.81,0,0
99,OHWICOYYN,Horror,05/08/1988,8.449367718,A thought-provoking science fiction film that explores the potential consequences of technological advancements.,Paris,19212356.32,2,0
39,ZNSMPQWFJ,Thriller,22/06/2007,7.905074007,A group of college students get more than they bargained for when they participate in a mysterious psychological experiment.,Sydney,67873866.76,1,0
29,KITZQWBLE,Adventure,10/12/1984,5.084215022,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",New York,73589023.09,0,0
65,XUKUDCIZA,Drama,30/05/1992,7.775337044,A heartwarming animated film that teaches valuable life lessons through humor and adventure.,Toronto,40215517.61,0,0
23,FCFVTXUEW,Romance,18/05/1986,3.655704414,A thought-provoking film that explores the meaning of life and the human condition.,Sydney,87139124.81,0,0
72,IPYSUJVYW,Science Fiction,02/02/1997,3.19179725,A heartwarming romantic comedy about two people who find love in the most unexpected of places.,Los Angeles,57550096.69,0,0
0,ATLAOITMY,Science Fiction,24/01/2015,9.015734494,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",London,24109381.5,2,0
87,TGNVULWKH,History,18/04/2016,4.494439129,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,Tokyo,6867778.501,0,0
37,URZYLAXHU,Documentary,09/12/1987,8.728061293,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Toronto,63060971.27,1,0
63,QYCQMAUUW,Documentary,23/07/2015,9.789577149,A historical drama that sheds light on a significant historical figure or event.,London,53510146.53,2,1
26,LDDEULLJG,Family,09/03/1985,8.596629358,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,New York,31541528.82,2,1
89,XYATBLUEJ,Family,15/10/2005,8.411900402,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,Paris,66726853.42,2,0
89,NMVTADCJU,Family,25/11/1984,9.939327453,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,London,4447466.538,2,0
6,CBMXXMSQA,History,07/06/1985,8.973544649,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,New York,76853350.99,1,1
88,OBMRPFCOM,Fantasy,23/03/2018,6.250496486,A team of explorers ventures into the depths of the ocean to uncover ancient ruins and unlock the secrets of the past.,New York,17968497.24,0,0
79,FLGKFVWQC,Crime,03/03/2019,9.28964673,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",London,3948226.436,2,0
41,YPFAOWQTB,Action,26/09/1984,8.779747955,"When a powerful artifact is stolen from a museum, a team of experts must track down the thief before it falls into the wrong hands.",Los Angeles,80380973.11,0,0
17,PFOLXESPH,Drama,13/07/2014,3.418956184,"A brilliant scientist invents a revolutionary new technology that could change the world, but faces ethical dilemmas about its potential consequences.",Tokyo,55995630.65,0,0
80,IOENWBYUW,Fantasy,05/12/2004,9.0904403,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Tokyo,12074235.14,1,0
43,LMZTDBXMY,Science Fiction,12/05/1998,7.43080095,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",New York,56855876.53,0,0
